dao_id,proposal_id,proposal_title,created,protocol,category_cluster,forum_url,id,post_count,views,reply_count,like_count,forum_created,forum_bumped,forum_url_from
arbitrumfoundation.eth,0x22012b7a25907379133a599b89b96572567045d04b26f85f1b4990c5cdb31c7a,CVI STIP Proposal - Round 1,10/5/23 20:56,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/cvi-final-stip-round-1/17024,17024,12,1646,2,14,2023-09-25T22:23:10.400Z,2023-10-12T23:29:01.724Z,snapshot
arbitrumfoundation.eth,0x3f43c84a863eb88afd0bc593290cd4bb8a9ce90f8105c15cf1b0252866e3e051,D2.finance STIP Proposal - Round 1,10/5/23 21:13,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/d2-finance-final-stip-round-1/16732,16732,32,2467,16,55,2023-09-22T13:17:26.657Z,2023-10-13T00:43:44.214Z,snapshot
arbitrumfoundation.eth,0x70a8c246bff9f2c9ca73208fd5ce0411086e6d899a46895336617793978e99ff,DefiEdge STIP Proposal - Round 1,10/5/23 20:58,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/defiedge-final-stip-round-1/17014,17014,24,1966,9,30,2023-09-25T20:09:11.654Z,2023-10-12T16:44:24.608Z,snapshot
arbitrumfoundation.eth,0xfd973e0ea26cee54a45f9894ac9be82b87dc2e1f2aa73ba2c3eba83f47201ff4,dForce STIP Proposal - Round 1,10/5/23 20:52,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/dforce-final-stip-round-1/16988,16988,20,1860,10,19,2023-09-25T16:40:58.289Z,2023-10-12T10:47:31.253Z,snapshot
arbitrumfoundation.eth,0x727723d66fe020f90d63159a33a61a1cdc3c36d2a0df9b27ef910ddea2a63f18,Dolomite STIP Proposal - Round 1,10/5/23 21:01,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/dolomite-final-stip-round-1/16818,16818,38,3846,11,79,2023-09-23T03:06:45.489Z,2023-10-12T21:59:10.340Z,snapshot
arbitrumfoundation.eth,0xb370d4093ca52b41e7f6f28562359174129b3e48949fc2e731e0eef77062f7db,Dopex STIP Proposal - Round 1,10/5/23 20:47,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/dopex-final-stip-round-1/16645,16645,46,4540,15,111,2023-09-21T12:55:12.295Z,2023-10-12T16:23:09.214Z,snapshot
arbitrumfoundation.eth,0x4fbce74026a978be93aabf653ad50ace270abf7f5c035e4874a21a17be38c07b,Equilibria STIP Proposal - Round 1,10/5/23 20:51,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/equilibria-final-stip-round-1/17370,17370,29,1903,7,55,2023-09-27T15:49:53.545Z,2023-10-11T21:28:04.427Z,snapshot
arbitrumfoundation.eth,0x5050ef61a4cbff56344ad558c2c880b547fef3b81df607818238ed3031f840b3,[Non-Constitutional]: Arbitrum Stable Treasury Endowment Program,1/31/24 10:47,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/final-arbitrum-stable-treasury-endowment-program/20139,20139,89,10916,50,262,2023-12-17T09:08:50.041Z,2024-04-07T09:26:29.804Z,snapshot
arbitrumfoundation.eth,0xe2fa3720a6ef44c285622391723389df2ddc6f5ac96fbec51c98ded36937424e,Florence Finance STIP Proposal - Round 1,10/5/23 20:42,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/florence-finance-final-stip-round-1/17103,17103,12,1774,1,5,2023-09-26T12:36:59.543Z,2023-11-30T13:14:59.712Z,snapshot
arbitrumfoundation.eth,0xce4a31c915826aa857ab730d8b84e9c5bdd171e0c10f06b70cfffdadbf554b6c,Frax Finance STIP Proposal - Round 1,10/5/23 20:44,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/frax-finance-final-stip-round-1/16579,16579,34,4006,7,103,2023-09-20T17:29:47.744Z,2023-10-12T16:46:48.359Z,snapshot
arbitrumfoundation.eth,0x1281a058914a2fcf91b45098a8be812da69fc4fe46158a07ed02225f37816818,Furucombo STIP Proposal - Round 1,10/5/23 21:01,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/furucombo-final-stip-round-1/17102,17102,15,1716,3,21,2023-09-26T12:36:39.026Z,2024-01-15T05:09:50.890Z,snapshot
arbitrumfoundation.eth,0xbeeb43ae2c86bc38c06f9878070350c9b22e08ec79e906ce1b8704fea0cb1f24,Gains Network STIP Proposal - Round 1,10/5/23 20:40,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/gains-network-final-stip-round-1/17422,17422,90,5356,51,345,2023-09-27T20:18:05.954Z,2023-12-13T22:06:12.820Z,snapshot
arbitrumfoundation.eth,0xc99797495dabf5d69b46e583cf90e4bc2858eda07886f6bbbc2ddc40aa219869,Galxe STIP Proposal - Round 1,10/5/23 20:53,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/galxe-final-stip-round-1/17561,17561,25,2965,8,10,2023-09-28T03:43:41.916Z,2024-01-17T05:54:32.903Z,snapshot
arbitrumfoundation.eth,0x93ba405db28122f4d7c1501bb06f9d606320caee1fb4e73dd1baaf05e8d02c01,Gamma STIP Proposal - Round 1,10/5/23 20:55,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/gamma-final-stip-round-1/16691,16691,33,3734,7,108,2023-09-22T02:53:45.077Z,2024-01-17T07:25:07.993Z,snapshot
arbitrumfoundation.eth,0xfbf8cd22584d70171a95dca6b1dbfbd1a9d1ba3ee1d3e09e444024ecbc38ff1b,GMD Ecosystem STIP Proposal - Round 1,10/5/23 21:11,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/gmd-ecosystem-final-stip-round-1/17180,17180,30,2646,13,59,2023-09-26T18:23:18.594Z,2023-10-11T21:37:19.630Z,snapshot
arbitrumfoundation.eth,0x868a55f6dd728cde516cce81f33cfe647ab39c9b24b4cb659ab4fa31df071dc6,GMX STIP Proposal - Round 1,10/5/23 20:46,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/gmx-final-stip-round-1/17426,17426,175,17805,76,896,2023-09-27T20:29:58.039Z,2024-01-30T08:53:40.088Z,snapshot
arbitrumfoundation.eth,0x57989a52325d2e15bfce04d700721605c0cb02504baef73c648d609ce0512c72,Good Entry STIP Proposal - Round 1,10/5/23 21:19,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/good-entry-final-stip-round-1/16763,16763,67,4729,25,126,2023-09-22T16:41:54.504Z,2023-11-06T09:37:42.948Z,snapshot
arbitrumfoundation.eth,0x51dc3882817d8a67d2550f8f9bd6f9b847b9dbfa3e2e5733b3d80ef9757fcfc6,Guru Network STIP Proposal - Round 1,10/5/23 20:32,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/guru-network-final-stip-round-1/17434,17434,18,1589,5,31,2023-09-27T20:49:31.106Z,2023-10-11T22:09:01.123Z,snapshot
arbitrumfoundation.eth,0x6c4a78cb00f613cdfe49e47c17cb83e74776873a789ea2553c0b1014b0288ae1,HMX STIP Proposal - Round 1,10/5/23 20:55,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/hmx-final-stip-round1/17518,17518,20,3310,9,27,2023-09-28T01:58:02.498Z,2023-10-12T23:37:06.072Z,snapshot
arbitrumfoundation.eth,0x655b11329d5131abb2b2f5a11bb221f6ab4930358d7d6587e24ab3bc4257ac9c,iZUMi STIP Proposal - Round 1,10/5/23 21:18,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/izumi-finance-final-stip-round-1/17150,17150,20,2062,7,5,2023-09-26T15:51:21.552Z,2023-10-13T00:46:19.411Z,snapshot
arbitrumfoundation.eth,0x3ea1c3b6b79983ab9e1e1a354152d8319f8e9426244e7b0a625b3a8d221b67e0,JOJO Exchange STIP Proposal - Round 1,10/5/23 21:12,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/jojo-exchange-final-stip-round-1/16941,16941,23,2588,15,24,2023-09-25T08:16:36.640Z,2023-10-11T21:38:17.059Z,snapshot
arbitrumfoundation.eth,0x3ea1c3b6b79983ab9e1e1a354152d8319f8e9426244e7b0a625b3a8d221b67e0,JOJO Exchange STIP Proposal - Round 1,10/5/23 21:12,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/jojo-exchange-final-stip-round-1/16941,16941,23,2588,15,24,2023-09-25T08:16:36.640Z,2023-10-11T21:38:17.059Z,snapshot
arbitrumfoundation.eth,0xb8798bb81535a45813f55d07fcc030ac003a450b7b8177c16972cd37f60211bc,Jones DAO STIP Proposal - Round 1,10/5/23 21:16,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/jojo-exchange-final-stip-round-1/16941,16941,23,2588,15,24,2023-09-25T08:16:36.640Z,2023-10-11T21:38:17.059Z,snapshot
arbitrumfoundation.eth,0xb8798bb81535a45813f55d07fcc030ac003a450b7b8177c16972cd37f60211bc,Jones DAO STIP Proposal - Round 1,10/5/23 21:16,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/jojo-exchange-final-stip-round-1/16941,16941,23,2588,15,24,2023-09-25T08:16:36.640Z,2023-10-11T21:38:17.059Z,snapshot
arbitrumfoundation.eth,0x61a9b65642902868755b51fc1a7cf2a1c95ced6cf41931a16c984a9ee4c75aa1,KeplerHomes STIP Proposal - Round 1,10/5/23 20:45,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/keplerhomes-final-stip-round-1/17226,17226,11,1197,2,6,2023-09-27T03:42:15.512Z,2023-10-12T16:27:44.624Z,snapshot
arbitrumfoundation.eth,0x8ca12ce0c337ef44a7301455197ece2948c9223528a4197ad3ede6960caa6f4a,KyberSwap STIP Proposal - Round 1,10/5/23 20:37,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/kyberswap-final-stip-round-1/17317,17317,35,3580,11,118,2023-09-27T12:33:45.789Z,2023-11-18T06:19:16.472Z,snapshot
arbitrumfoundation.eth,0x6b89b74c259d2cc5979c46be6cfe2ae20f9485eee728a628f56930db644da985,Lido STIP Proposal - Round 1,10/5/23 20:48,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/lido-final-stip-round-1/17119,17119,57,4233,25,174,2023-09-26T13:59:43.996Z,2023-10-11T21:34:53.016Z,snapshot
arbitrumfoundation.eth,0x47d78e0fcac0ad664516c7bae6dc93a15d3ed15dfff96b1ab5ab6637dc680d18,LODESTAR FINANCE STIP Proposal - Round 1,10/5/23 20:46,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/lodestar-finance-final-stip-round-1/16981,16981,29,3177,3,56,2023-09-25T15:35:02.666Z,2023-10-23T14:27:51.965Z,snapshot
arbitrumfoundation.eth,0x6709edbc057b630e80c8bd6dcd4bb5a159256a03a1aaf8e8c25bb3f523fe52a0,LOGX STIP Proposal - Round 1,10/5/23 20:45,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/logx-final-stip-round-1/16936,16936,16,1413,7,19,2023-09-25T07:03:08.166Z,2023-10-12T16:28:38.441Z,snapshot
arbitrumfoundation.eth,0xa2ca8fdbac4c8279db3e641ffc60393aa2bcfdf832bd1734253e3db8c2c001de,"Magpie, Penpie, Radpie, Campie STIP Proposal - Round 1",10/5/23 20:53,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/magpie-penpie-radpie-campie-final-stip-round-1/16648,16648,54,3718,21,82,2023-09-21T14:28:49.151Z,2023-10-12T10:43:08.476Z,snapshot
arbitrumfoundation.eth,0x4ecfa9a9d0abff7a1bebfa257908fc9e3ec072c6fdb40af44cf029c35493ef2c,Modular Wallet STIP Proposal - Round 1,10/5/23 20:36,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/modular-wallet-final-stip-round-1/17326,17326,11,1724,5,7,2023-09-27T12:58:02.844Z,2023-10-12T09:06:48.356Z,snapshot
arbitrumfoundation.eth,0x7103fe55dd62c506860e27e539243521c5f981b30fe819a5d473cfca9f830ae2,MUX Protocol STIP Proposal - Round 1,10/5/23 20:48,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/mux-protocol-final-stip-round-1/17540,17540,36,3545,14,38,2023-09-28T02:56:33.386Z,2023-10-12T16:19:32.989Z,snapshot
arbitrumfoundation.eth,0x4ddcb7cc7764e5ca54a1e5a7e09a3300398c38f7133fb0506da6b0071b610170,NFTEarth STIP Proposal - Round 1,10/5/23 20:26,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/nftearth-final-stip-round-1/16688,16688,31,2998,29,150,2023-09-22T02:18:06.114Z,2023-10-12T22:30:03.506Z,snapshot
arbitrumfoundation.eth,0xd295aabe7d3072c4397957e329ba164025c81e5844814388188bd2875d51e447,Non-Constitutional AIP: Arbitrum Security Enhancement Fund,11/2/23 18:39,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/non-constitutional-aip-arbitrum-security-enhancement-fund/19161,19161,22,5398,7,114,2023-10-25T21:25:53.398Z,2023-11-09T13:16:11.762Z,snapshot
arbitrumfoundation.eth,0xdc35e859c48f45ea152a870b2cdb59274bd98da489c324345ec883785c2de715,Notional STIP Proposal - Round 1,10/5/23 20:40,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/notional-final-stip-round-1/16848,16848,15,1888,2,9,2023-09-23T14:08:11.834Z,2023-10-12T08:38:26.369Z,snapshot
arbitrumfoundation.eth,0x14dceb2c20209f29b536c1d9e7cd56445a66d20df9d1009f5024f9e7dcc6aab2,OmniBTC STIP Proposal - Round 1,10/5/23 20:53,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/omnibtc-final-stip-round-1/17300,17300,17,1607,11,8,2023-09-27T11:18:04.073Z,2023-10-12T10:42:22.107Z,snapshot
arbitrumfoundation.eth,0x8a511e833021b64d63bf518eb9ff447216d83dac9235243f3a139f699d1f98ee,OpenOcean STIP Proposal - Round 1,10/5/23 20:43,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/openocean-final-stip-round-1/17564,17564,11,2359,5,1,2023-09-28T03:47:37.824Z,2023-10-28T15:54:22.471Z,snapshot
arbitrumfoundation.eth,0xf451dc98fa21d6dea83a7062cd5082ba57b3ed4861c2a3886b82e71e057380bb,PancakeSwap STIP Proposal - Round 1,10/5/23 20:59,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/pancakeswap-final-stip-round-1/17136,17136,38,3010,17,76,2023-09-26T14:57:51.310Z,2023-10-12T16:41:26.857Z,snapshot
arbitrumfoundation.eth,0x72e4eae44f212f81bdea4880b15cbff968a2257849e3aa4dc95bd3f039a3bdd3,Pendle STIP Proposal - Round 1,10/5/23 20:34,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/pendle-final-stip-round-1/17234,17234,33,3758,6,86,2023-09-27T04:19:07.405Z,2023-10-11T21:59:52.493Z,snapshot
arbitrumfoundation.eth,0x97f1ffcf2fb02b4adb55807641dc1f8aecceeeed7c446dfebbd63dbf2a636fa4,Perennial Finance STIP Proposal - Round 1,10/5/23 20:55,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/perennial-finance-final-stip-round-1/17388,17388,21,2482,6,43,2023-09-27T17:04:24.915Z,2023-10-13T10:27:42.561Z,snapshot
arbitrumfoundation.eth,0xfc76965b400c55344ca9aa3134c17492b0c4585671965626fd42a19a76beeaca,Premia STIP Proposal - Round 1,10/5/23 20:30,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/premia-final-stip-round-1/17504,17504,24,2973,5,51,2023-09-28T01:19:14.996Z,2023-10-31T23:26:23.689Z,snapshot
arbitrumfoundation.eth,0x871bf6b01d337db95c1ac85e6ea4c4d16391bcfa3d5091453f2bc5ff467a50cc,Prime Protocol STIP Proposal - Round 1,10/5/23 20:46,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/prime-protocol-final-stip-round-1/17192,17192,12,1412,6,4,2023-09-26T20:18:49.618Z,2023-10-12T16:25:31.678Z,snapshot
arbitrumfoundation.eth,0x66b953a7cf4de9f6de54e6eb87ae291b5cc62f12c7fed68eba91043607883221,Proposal: Building the Future of NFTs: The Rarible Protocol - Arbitrum Integration Proposal [REVISED],8/25/23 15:16,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/proposal-building-the-future-of-nfts-the-rarible-protocol-arbitrum-integration-proposal-revised/15615,15615,30,6087,8,163,2023-07-27T20:10:44.182Z,2023-12-31T04:37:06.295Z,snapshot
arbitrumfoundation.eth,0xe968af3f6b06d386958e513c2285f72f7172aabd2661311a485270bab3b1c7db,Funding Gas Rebate and Trading Competition Program to Amplify Arbitrum’s Ecosystem Growth ,11/11/23 12:35,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/proposal-for-funding-gas-rebate-and-trading-competition-program-to-amplify-arbitrum-s-ecosystem-growth/19330,19330,22,4971,10,39,2023-11-03T18:10:02.713Z,2023-11-18T16:18:25.248Z,snapshot
arbitrumfoundation.eth,0x07a26cd6b78a41745aab04190f22e97fdf9432f564651d0c4da0f8d0827888a6,Proposal: [Non-Constitutional] Funding for Into the Dungeons: Machinata - a PvP Digital Miniature Game V2,2/8/24 18:53,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/proposal-non-constitutional-funding-for-into-the-dungeons-machinata-a-pvp-digital-miniature-game-v2/21025,21025,59,2392,33,121,2024-02-02T01:52:38.404Z,2024-02-21T01:38:44.904Z,snapshot
arbitrumfoundation.eth,0xf34389495435823ac0297d6a5aa832e64cc9a5363ccbf9282351d111843fceea,Proposal to onboard Matrixed.Link as a validator for Arbitrum,8/12/23 14:47,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/proposal-to-onboard-matrixed-link-as-a-validator-for-arbitrum-one/15387,15387,16,4931,7,65,2023-07-10T11:48:57.693Z,2023-12-10T11:11:34.490Z,snapshot
arbitrumfoundation.eth,0xc02a8620e55e38c2596f419df965d69701b395d8aeff492a3bced32e4c1d77cb,QiDao STIP Proposal - Round 1,10/5/23 20:59,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/qidao-final-stip-round-1/16924,16924,31,2269,16,83,2023-09-25T03:46:59.139Z,2023-10-12T16:43:51.895Z,snapshot
arbitrumfoundation.eth,0xd981f6e45a0b16f5f2a831c99bde8ee86348ecffbc7bb44e755bc41d27019d4a,Quadrat STIP Proposal - Round 1,10/5/23 20:56,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/quadrat-final-stip-round-1/17563,17563,19,1791,7,9,2023-09-28T03:44:45.050Z,2023-10-13T01:42:20.098Z,snapshot
arbitrumfoundation.eth,0x0908edd135f544cdf93dd628bf9813b0f3af517c6d87838a42639885b8bb9fb3,RabbitHole STIP Proposal - Round 1,10/5/23 20:30,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/rabbithole-final-stip-round-1/17159,17159,20,3632,4,23,2023-09-26T16:30:07.072Z,2023-10-12T22:15:55.784Z,snapshot
arbitrumfoundation.eth,0x678e4a657f451b1acd6247618e6beb6d258e5ab9eb9122ed276e2486a9d907ee,RADIANT STIP Proposal - Round 1,10/5/23 20:28,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/radiant-final-stip-round-1/16929,16929,48,6721,17,149,2023-09-25T05:10:30.927Z,2023-11-06T20:06:59.831Z,snapshot
arbitrumfoundation.eth,0xb81842bee7514dc270a7ba1d57766ac99fcbf774d02745de335037247f5b97bf,RAMSES STIP Proposal - Round 1,10/5/23 20:33,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/ramses-final-stip-round-1/16856,16856,251,9022,199,986,2023-09-23T16:39:45.733Z,2023-12-12T13:01:29.038Z,snapshot
arbitrumfoundation.eth,0xde072efefadba0973d05a58f56d31046874ab50294633359599cd59faa7afbab,Range Protocol STIP Proposal - Round 1,10/5/23 20:45,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/range-protocol-final-stip-round-1/17132,17132,11,1299,3,2,2023-09-26T14:45:25.634Z,2023-10-03T22:04:11.351Z,snapshot
arbitrumfoundation.eth,0xaa70ce32349090c4a0732188cca3a4a52c4ad381fff6b85cebd1615d1147b41c,REALM STIP Proposal - Round 1,10/5/23 20:52,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/realm-final-stip-round-1/17423,17423,24,3202,11,35,2023-09-27T20:18:13.102Z,2024-01-28T23:28:11.400Z,snapshot
arbitrumfoundation.eth,0x9ae13a0a2610f70bcb9e946777c6a6add1c42db3b600514577f2abf23061d2ae,Relay Chain: James Bot STIP Proposal - Round 1,10/5/23 20:51,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/relay-chain-james-bot-final-stip-round-1/17546,17546,15,1531,6,6,2023-09-28T03:11:16.760Z,2023-10-12T10:48:11.487Z,snapshot
arbitrumfoundation.eth,0x4af0134cf2fad93af6f255882f4c38847e38cfa083aaa29e37e9a9a669b7d913,Rodeo Finance STIP Proposal - Round 1,10/5/23 21:01,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/rodeo-finance-final-stip-round-1/17162,17162,30,2641,10,52,2023-09-26T16:40:32.452Z,2024-02-08T06:17:55.519Z,snapshot
arbitrumfoundation.eth,0x4c75f39a125a8e7122d62aee61f04e5a8251f0278f41cc811b4c9fb6d9173458,Rysk STIP Proposal - Round 1,10/5/23 21:08,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/rysk-final-stip-round-1/17194,17194,27,2544,9,142,2023-09-26T21:06:31.364Z,2023-10-12T21:48:30.807Z,snapshot
arbitrumfoundation.eth,0xe80e8f5e41070cbd992625b4edc829bbbcd2392e83b4941d8c17bbd829477358,Sanko GameCorp STIP Proposal - Round 1,10/5/23 21:03,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/sanko-gamecorp-final-stip-round-1/17486,17486,37,4333,18,98,2023-09-27T23:56:58.374Z,2023-12-18T20:20:04.618Z,snapshot
arbitrumfoundation.eth,0x9d7f0e85fd3f85238888dbb55151bfe4f9b7afdef418cf33128071c755281dc7,Savvy STIP Proposal - Round 1,10/5/23 20:35,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/savvy-final-stip-round-1/16854,16854,32,3073,15,46,2023-09-23T16:32:36.019Z,2024-01-31T19:07:20.975Z,snapshot
arbitrumfoundation.eth,0x2ca200dbcc6eabbee282e82c458be2a7188c47dc4e71979aa3b04f1f91dd1886,Shell Protocol STIP Proposal - Round 1,10/5/23 20:33,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/shell-protocol-final-stip-round-1/17517,17517,24,2511,11,39,2023-09-28T01:57:57.694Z,2023-10-11T22:08:18.782Z,snapshot
arbitrumfoundation.eth,0x354645c337aaf60f8a90ff2846d9e62414b902fae553e30710e58a40bd98b9a9,Silo Finance STIP Proposal - Round 1,10/5/23 21:13,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/silo-finance-final-stip-round-1/16640,16640,36,4080,17,83,2023-09-21T09:46:43.721Z,2023-10-12T14:43:29.586Z,snapshot
arbitrumfoundation.eth,0xe213f7a4e3093ac66bc614b12c83976d5b075b58380edccdffd58349b82a0a1f,Socket STIP Proposal - Round 1,10/5/23 20:49,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/socket-final-stip-round-1/17342,17342,27,3376,7,29,2023-09-27T14:39:30.232Z,2023-11-08T07:29:12.670Z,snapshot
arbitrumfoundation.eth,0xb4be8b07d53cd5e865ee78543f9dff52241fdb22da4970fb5d637ba025cf2a61,Solv Protocol STIP Proposal - Round 1,10/5/23 20:53,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/solv-protocol-final-stip-round-1/17236,17236,17,2073,8,12,2023-09-27T04:22:42.697Z,2023-10-12T10:44:51.557Z,snapshot
arbitrumfoundation.eth,0x029f9208ec4560c5c4868bcf1a5633ffb15aa69f5000fbaa22146632b440188a,SpartaDEX STIP Proposal - Round 1,10/5/23 20:26,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/spartadex-final-stip-round-1/16709,16709,64,3459,22,226,2023-09-22T09:14:28.386Z,2023-10-12T22:31:30.187Z,snapshot
arbitrumfoundation.eth,0x881849ef110e3097c812cc69249f17680aa90606aac98f9d4aaf38e12b9162a0,StakeDAO STIP Proposal - Round 1,10/5/23 20:58,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/stakedao-final-stip-round-1/16770,16770,29,2911,15,61,2023-09-22T17:26:48.167Z,2024-01-31T16:45:05.209Z,snapshot
arbitrumfoundation.eth,0x0d9fd9f880615a320fa1294264d317228f0479d7f7f146f5c9683f1cb27f814b,Stargate Finance STIP Proposal - Round 1,10/5/23 20:48,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/stargate-finance-final-stip-round-1/17507,17507,16,2155,6,22,2023-09-28T01:33:21.973Z,2023-10-11T21:35:37.147Z,snapshot
arbitrumfoundation.eth,0x82becb89a519f2ddb75811fbcc3b47ae8349003c126eea9039bbcef981852cb2,Stella STIP Proposal - Round 1,10/5/23 20:41,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/stella-final-stip-round-1/17328,17328,21,2166,3,23,2023-09-27T13:07:50.869Z,2023-10-12T08:36:56.694Z,snapshot
arbitrumfoundation.eth,0x22244ef5a988b9231ad073d9fd87cd74f245895f1c0fb82fae52e6ff56cf81d7,Synapse Protocol STIP Proposal - Round 1,10/5/23 21:17,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/synapse-protocol-final-stip-round-1/17550,17550,27,3039,9,26,2023-09-28T03:16:12.333Z,2023-12-19T13:32:34.930Z,snapshot
arbitrumfoundation.eth,0x3151691cde313ff87ff4024b75a40296c4b1244a37efdd6f10d53c6589c9bfde,Tales of Elleria STIP Proposal - Round 1,10/5/23 20:25,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/tales-of-elleria-final-stip-round-1/17285,17285,12,2084,1,10,2023-09-27T09:58:25.568Z,2023-10-12T22:32:18.173Z,snapshot
arbitrumfoundation.eth,0x3860f7700f2e1d6433b013114b0ff95088c09026b39321ca92c8a55fdb33d1e0,Tally STIP Proposal - Round 1,10/5/23 20:47,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/tally-final-stip-round-1/17557,17557,22,2343,8,28,2023-09-28T03:29:34.318Z,2023-10-12T17:11:40.055Z,snapshot
arbitrumfoundation.eth,0x96e92f4bfd50d08f61dae5f36440b9bc2fbad67ccf8e5b210268663f9261c159,tBTC STIP Proposal - Round 1,10/5/23 20:49,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/tbtc-final-stip-round-1/17022,17022,14,1648,8,30,2023-09-25T21:37:13.445Z,2023-10-11T21:32:03.873Z,snapshot
arbitrumfoundation.eth,0xd7c38a5af10a30d35b7f63564969097019aeb59e70a48d4364739ef8594f8f6c,Thales STIP Proposal - Round 1,10/5/23 21:08,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/thales-final-stip-round-1/16836,16836,20,2523,5,39,2023-09-23T09:11:27.230Z,2023-12-11T13:36:03.516Z,snapshot
arbitrumfoundation.eth,0x61a4311cc427b02bf6f69a7f1d262b7a50998d37916564934194fb1eefee8a6e,Thetanuts STIP Proposal - Round 1,10/5/23 21:00,arbitrum,Ecosystem Funding,https://forum.arbitrum.foundation/t/thetanuts-finance-final-stip-round-1/17539,17539,8,2872,0,19,2023-09-28T02:56:22.873Z,2023-10-18T17:42:58.395Z,snapshot
